loc	cluster
chr15:90507779-90507979	HSC
chrX:45985257-45985457	HSC
chrX:105065932-105066132	HSC
chr12:80493128-80493328	HSC
chr8:73451322-73451522	HSC
chr4:96154180-96154380	HSC
chr7:10387830-10388030	HSC
chr4:94202393-94202593	HSC
chr1:152136209-152136409	HSC
chr4:172971398-172971598	HSC
chr15:36204497-36204697	HSC
chrX:132474998-132475198	HSC
chr4:155235446-155235646	HSC
chr10:44596290-44596490	HSC
chr5:27810680-27810880	HSC
chr8:23822908-23823108	HSC
chr3:196346229-196346429	HSC
chr1:7022803-7023003	HSC
chrX:131995007-131995207	HSC
chr1:222398039-222398239	HSC
chrX:125686591-125686791	HSC
chr18:19989518-19989718	HSC
chr3:58280371-58280571	HSC
chr6:164426491-164426691	HSC
chr4:129371568-129371768	HSC
chrX:144373882-144374082	HSC
chr6:69621242-69621442	HSC
chr4:116230816-116231016	HSC
chr21:17634494-17634694	HSC
chr20:15427086-15427286	HSC
chr10:56138202-56138402	HSC
chr1:169749123-169749323	HSC
chr6:7405817-7406017	HSC
chr13:77196971-77197171	HSC
chr4:89764574-89764774	HSC
chr18:46536857-46537057	HSC
chr20:14681344-14681544	HSC
chr10:18498249-18498449	HSC
chr8:30326681-30326881	HSC
chr8:55400636-55400836	HSC
chr7:155522708-155522908	HSC
chr3:67649847-67650047	HSC
chr5:61860017-61860217	HSC
chr11:91680415-91680615	HSC
chr4:4857026-4857226	HSC
chr16:15799229-15799429	HSC
chr4:101344199-101344399	HSC
chr7:143202939-143203139	HSC
chr20:48105503-48105703	HSC
chr4:90410082-90410282	HSC
chr7:124858295-124858495	HSC
chr3:110714337-110714537	HSC
chr20:41912286-41912486	HSC
chr10:30765804-30766004	HSC
chr20:22966076-22966276	HSC
chr12:41393104-41393304	HSC
chr11:128080511-128080711	HSC
chr6:47999955-48000155	HSC
chr8:27626771-27626971	HSC
chr4:161223335-161223535	HSC
chr12:93901037-93901237	HSC
chr3:161539371-161539571	HSC
chr18:57829105-57829305	HSC
chr10:55074745-55074945	HSC
chr1:105117372-105117572	HSC
chr5:107598548-107598748	HSC
chr6:128439612-128439812	HSC
chr4:101419029-101419229	HSC
chr2:24730508-24730708	HSC
chr12:93529219-93529419	HSC
chr15:49449286-49449486	HSC
chr9:70964944-70965144	HSC
chr12:14572948-14573148	HSC
chr8:119688780-119688980	HSC
chr20:45428713-45428913	HSC
chr2:90162313-90162513	HSC
chr3:108976882-108977082	HSC
chr14:84909450-84909650	HSC
chr17:53787921-53788121	HSC
chr3:34510829-34511029	HSC
chr8:57015590-57015790	HSC
chr5:126694014-126694214	HSC
chr8:69672126-69672326	HSC
chr2:19579691-19579891	HSC
chr5:23250025-23250225	HSC
chr5:61412281-61412481	HSC
chr9:109192603-109192803	HSC
chr4:95570615-95570815	HSC
chr7:105213669-105213869	HSC
chr16:27735832-27736032	HSC
chr15:35118329-35118529	HSC
chr4:61030291-61030491	HSC
chr3:141316901-141317101	HSC
chr7:81343739-81343939	HSC
chr14:38516799-38516999	HSC
chr6:49715700-49715900	HSC
chr3:168896927-168897127	HSC
chr3:103253994-103254194	HSC
chr4:41348941-41349141	HSC
chr16:7353225-7353425	HSC
chr2:135843047-135843247	HSC
chr1:95329533-95329733	HSC
chr4:13707375-13707575	HSC
chr11:28365728-28365928	HSC
chr4:23023480-23023680	HSC
chr6:84142349-84142549	HSC
chr7:110464779-110464979	HSC
chrX:50389117-50389317	HSC
chr2:103735885-103736085	HSC
chr12:25992522-25992722	HSC
chr13:85074334-85074534	HSC
chr1:198120950-198121150	HSC
chr9:71746685-71746885	HSC
chr8:40024601-40024801	HSC
chr21:25601113-25601313	HSC
chr4:65011848-65012048	HSC
chr17:54517955-54518155	HSC
chr1:172883646-172883846	HSC
chr7:85127378-85127578	HSC
chr11:58900374-58900574	HSC
chr4:180275007-180275207	HSC
chr9:112989918-112990118	HSC
chr3:196974-197174	HSC
chr4:43594339-43594539	HSC
chr5:28576243-28576443	HSC
chr7:29883450-29883650	HSC
chr7:82762248-82762448	HSC
chr15:34535411-34535611	HSC
chr3:94093266-94093466	HSC
chr7:73431609-73431809	HSC
chr9:116590663-116590863	HSC
chr8:79007297-79007497	HSC
chr6:166196383-166196583	HSC
chr5:88151451-88151651	HSC
chr5:33330552-33330752	HSC
chr2:84753756-84753956	HSC
chr8:109442437-109442637	HSC
chrX:46038318-46038518	HSC
chr3:1258815-1259015	HSC
chr7:88299335-88299535	HSC
chr6:4543876-4544076	HSC
chr13:96187601-96187801	HSC
chr11:40307236-40307436	HSC
chr8:106103300-106103500	HSC
chr2:80721342-80721542	HSC
chr8:16857441-16857641	HSC
chr3:36204117-36204317	HSC
chr1:114495887-114496087	HSC
chr14:55890832-55891032	HSC
chr11:97635788-97635988	HSC
chr15:30897814-30898014	HSC
chr16:25001001-25001201	HSC
chr18:37093299-37093499	HSC
chr1:79066731-79066931	HSC
chr16:8806536-8806736	HSC
chr14:55890293-55890493	HSC
chr4:19808646-19808846	HSC
chr3:202650-202850	HSC
chr3:138390255-138390455	HSC
chr11:15624434-15624634	HSC
chr9:75533799-75533999	HSC
chr3:65336599-65336799	HSC
chr3:172322345-172322545	HSC
chr18:58526455-58526655	HSC
chr11:132987622-132987822	HSC
chr12:117077733-117077933	HSC
chr5:41281417-41281617	HSC
chr3:98003014-98003214	HSC
chr5:156940102-156940302	HSC
chrX:66912194-66912394	HSC
chr21:18633015-18633215	HSC
chr5:94556208-94556408	HSC
chr9:125745929-125746129	HSC
chr17:8263707-8263907	HSC
chr1:102166852-102167052	HSC
chr1:177794478-177794678	HSC
chr6:124017322-124017522	HSC
chr14:52132809-52133009	HSC
chr20:53185660-53185860	HSC
chr4:113848762-113848962	HSC
chr3:135152839-135153039	HSC
chr5:145787484-145787684	HSC
chr1:184431399-184431599	HSC
chr14:62401128-62401328	HSC
chr17:20596172-20596372	HSC
chr3:147876085-147876285	HSC
chr7:110967668-110967868	HSC
chr13:70608524-70608724	HSC
chr11:17178018-17178218	HSC
chr18:70470006-70470206	HSC
chr6:142606913-142607113	HSC
chr18:23185352-23185552	HSC
chr4:169679693-169679893	HSC
chr1:81579515-81579715	HSC
chr7:42912024-42912224	HSC
chr8:94408818-94409018	HSC
chr12:93989744-93989944	HSC
chr2:149899508-149899708	HSC
chr7:71498053-71498253	HSC
chr2:177960873-177961073	HSC
chr18:52563938-52564138	HSC
chr12:32601662-32601862	HSC
chr17:53347992-53348192	HSC
chr20:41683940-41684140	HSC
chr12:94176780-94176980	HSC
chr3:182535626-182535826	HSC
chr10:36959607-36959807	HSC
chr13:86272670-86272870	HSC
chr2:141830540-141830740	HSC
chr2:194960829-194961029	HSC
chr4:175506536-175506736	HSC
chr11:15820237-15820437	HSC
chr8:84020163-84020363	HSC
chr20:38478427-38478627	HSC
chr4:89788127-89788327	HSC
chr14:26306769-26306969	HSC
chr15:101826990-101827190	HSC
chr3:61965392-61965592	HSC
chr14:26660521-26660721	HSC
chr11:42599494-42599694	HSC
chr6:109672667-109672867	HSC
chr5:115919235-115919435	HSC
chr16:31547834-31548034	HSC
chr12:24382433-24382633	HSC
chr2:143080873-143081073	HSC
chr7:26590589-26590789	HSC
chr2:102712771-102712971	HSC
chr12:41223480-41223680	HSC
chr9:84173093-84173293	HSC
chr7:127788851-127789051	HSC
chr7:43802032-43802232	HSC
chr1:146477383-146477583	HSC
chr20:59140616-59140816	HSC
chr2:29918627-29918827	HSC
chr20:41849286-41849486	HSC
chr20:11150245-11150445	HSC
chr2:151637770-151637970	HSC
chr7:71640931-71641131	HSC
chr10:81661558-81661758	HSC
chr14:54391562-54391762	HSC
chr10:68765908-68766108	HSC
chrX:122183322-122183522	HSC
chr22:21505353-21505553	HSC
chr1:235606219-235606419	HSC
chr14:46167770-46167970	HSC
chr4:94911833-94912033	HSC
chr9:126095432-126095632	HSC
chr5:39520380-39520580	HSC
chr17:53720850-53721050	HSC
chr12:43287653-43287853	HSC
chrX:134786318-134786518	HSC
chr2:176754473-176754673	HSC
chr12:60566332-60566532	HSC
chrX:49698830-49699030	HSC
chr5:60929450-60929650	HSC
chr8:58911687-58911887	HSC
chr4:159509110-159509310	HSC
chr10:118357868-118358068	HSC
chr2:19268235-19268435	HSC
chr20:18990320-18990520	HSC
chr4:114567014-114567214	HSC
chr2:69659749-69659949	HSC
chr3:111540795-111540995	HSC
chr2:39767998-39768198	HSC
chrX:26562456-26562656	HSC
chr13:22159601-22159801	HSC
chr12:109079366-109079566	HSC
chr11:81794192-81794392	HSC
chr11:97516116-97516316	HSC
chr2:198692480-198692680	HSC
chr8:134526209-134526409	HSC
chr6:45485829-45486029	HSC
chr18:26927333-26927533	HSC
chr3:116870895-116871095	HSC
chr13:51940674-51940874	HSC
chr6:166417278-166417478	HSC
chr9:75523682-75523882	HSC
chr9:124272447-124272647	HSC
chr2:107399795-107399995	HSC
chr10:17092216-17092416	HSC
chr8:39967086-39967286	HSC
chr2:102497700-102497900	HSC
chr2:67984465-67984665	HSC
chr7:137128440-137128640	HSC
chrX:22369193-22369393	HSC
chr17:53401827-53402027	HSC
chr10:62913624-62913824	HSC
chr4:57497226-57497426	HSC
chr8:22701705-22701905	HSC
chr10:61900444-61900644	HSC
chr20:9336910-9337110	HSC
chr21:40514977-40515177	HSC
chr16:74860491-74860691	HSC
chr12:44471189-44471389	HSC
chr14:47934791-47934991	HSC
chr6:94178127-94178327	HSC
chr7:3169383-3169583	HSC
chr13:71532920-71533120	HSC
chr8:28703937-28704137	HSC
chr18:22755868-22756068	HSC
chr10:113769052-113769252	HSC
chr3:112644936-112645136	HSC
chr18:32658013-32658213	HSC
chr4:40942599-40942799	HSC
chr13:33730877-33731077	HSC
chr4:84712756-84712956	HSC
chr19:52192281-52192481	HSC
chr12:64477081-64477281	HSC
chr18:57435035-57435235	HSC
chr14:49629951-49630151	HSC
chr4:43308828-43309028	HSC
chr13:82490608-82490808	HSC
chr1:61900963-61901163	HSC
chr20:42178512-42178712	HSC
chr5:18722303-18722503	HSC
chr16:70111322-70111522	HSC
chr21:22634421-22634621	HSC
chr15:45733985-45734185	HSC
chr13:90499395-90499595	HSC
chr8:79020599-79020799	HSC
chr7:41905778-41905978	HSC
chr4:172975713-172975913	HSC
chr18:12544906-12545106	HSC
chr9:15155978-15156178	HSC
chr3:85151941-85152141	HSC
chr17:68055258-68055458	HSC
chr15:36649525-36649725	HSC
chr8:106228113-106228313	HSC
chr8:83075213-83075413	HSC
chr13:31954954-31955154	HSC
chr18:64353434-64353634	HSC
chr12:83048508-83048708	HSC
chr18:7380684-7380884	HSC
chr3:178255157-178255357	HSC
chr15:61704236-61704436	HSC
chrX:136561626-136561826	HSC
chr4:115193604-115193804	HSC
chr4:31139902-31140102	HSC
chr5:31596093-31596293	HSC
chr18:36106959-36107159	HSC
chr7:126540250-126540450	HSC
chr12:21218885-21219085	HSC
chr15:21178247-21178447	HSC
chr4:160102233-160102433	HSC
chr5:67261715-67261915	HSC
chr8:110927011-110927211	HSC
chr9:119730241-119730441	HSC
chr6:47972116-47972316	HSC
chr6:144340621-144340821	HSC
chr6:21026199-21026399	HSC
chr2:123048099-123048299	HSC
chr9:12814572-12814772	HSC
chr12:23350288-23350488	HSC
chr17:68386348-68386548	HSC
chr11:40119621-40119821	HSC
chr4:62926657-62926857	HSC
chr4:130298318-130298518	HSC
chr2:201887468-201887668	HSC
chr3:188083873-188084073	HSC
chr1:189378974-189379174	HSC
chr2:48709576-48709776	HSC
chr1:79712320-79712520	HSC
chr3:75350488-75350688	HSC
chr6:62649397-62649597	HSC
chr8:75667582-75667782	HSC
chr11:80532243-80532443	HSC
chr1:110663744-110663944	HSC
chr13:68308513-68308713	HSC
chr20:8509633-8509833	HSC
chr20:20701208-20701408	HSC
chr14:68670749-68670949	HSC
chr4:72788844-72789044	HSC
chr4:149124578-149124778	HSC
chr10:6771987-6772187	HSC
chr21:21627734-21627934	HSC
chr2:173096582-173096782	HSC
chr16:59009121-59009321	HSC
chr5:57230421-57230621	HSC
chr4:144637340-144637540	HSC
chr3:27635865-27636065	HSC
chr8:142033228-142033428	HSC
chr2:144254131-144254331	HSC
chr6:4663871-4664071	HSC
chr3:165088183-165088383	HSC
chr9:75547548-75547748	HSC
chr11:78519541-78519741	HSC
chr2:58770779-58770979	HSC
chr1:105303935-105304135	HSC
chrX:31798085-31798285	HSC
chr4:41650731-41650931	HSC
chr2:189996904-189997104	HSC
chr1:43084688-43084888	HSC
chr4:172972319-172972519	HSC
chr7:93553421-93553621	HSC
chr9:9951030-9951230	HSC
chr2:59126882-59127082	HSC
chr9:10818293-10818493	HSC
chr5:67323497-67323697	HSC
chr4:45566850-45567050	HSC
chr2:45399383-45399583	HSC
chr12:95092452-95092652	HSC
chr8:57756896-57757096	HSC
chr10:100136348-100136548	HSC
chr8:57032426-57032626	HSC
chr5:106878235-106878435	HSC
chr11:30588867-30589067	HSC
chr7:125510011-125510211	HSC
chrX:36845156-36845356	HSC
chr4:55146661-55146861	HSC
chr9:124212692-124212892	HSC
chr6:67372121-67372321	HSC
chr4:114305798-114305998	HSC
chr18:62557133-62557333	HSC
chr9:81206033-81206233	HSC
chr18:58645685-58645885	HSC
chrX:38222364-38222564	HSC
chr2:84263519-84263719	HSC
chr6:154748626-154748826	HSC
chrX:67413153-67413353	HSC
chrX:35898807-35899007	HSC
chr8:469969-470169	HSC
chr3:161478170-161478370	HSC
chr7:81020714-81020914	HSC
chr11:42665682-42665882	HSC
chr3:168272892-168273092	HSC
chr4:41645386-41645586	HSC
chr2:159054529-159054729	HSC
chr16:67171659-67171859	HSC
chr8:81239915-81240115	HSC
chr22:33457382-33457582	HSC
chr6:69441513-69441713	HSC
chr7:83144361-83144561	HSC
chr8:39174372-39174572	HSC
chr11:75708196-75708396	HSC
chr13:35613775-35613975	HSC
chr12:19953200-19953400	HSC
chr4:72645355-72645555	HSC
chr9:116594201-116594401	HSC
chr3:152076708-152076908	HSC
chrX:114594352-114594552	HSC
chr14:47684182-47684382	HSC
chr2:188166983-188167183	HSC
chr14:84910312-84910512	HSC
chr4:45829520-45829720	HSC
chr8:119658213-119658413	HSC
chr7:48327605-48327805	HSC
chr4:29328561-29328761	HSC
chr14:68608833-68609033	HSC
chr16:78066652-78066852	HSC
chr5:139329375-139329575	HSC
chr20:8368955-8369155	HSC
chr12:88761239-88761439	HSC
chr18:32175769-32175969	HSC
chr13:91418979-91419179	HSC
chr1:164561109-164561309	HSC
chr6:124238098-124238298	HSC
chr11:58597390-58597590	HSC
chrX:100403174-100403374	HSC
chr4:65010789-65010989	HSC
chr16:55008368-55008568	HSC
chr13:82117342-82117542	HSC
chr3:197660-197860	HSC
chr3:122256807-122257007	HSC
chr2:103751381-103751581	HSC
chr12:78337275-78337475	HSC
chr5:73217768-73217968	HSC
chrX:86042775-86042975	HSC
chr10:33463020-33463220	HSC
chr1:80041211-80041411	HSC
chr4:143442646-143442846	HSC
chr17:70113486-70113686	HSC
chr14:55613225-55613425	HSC
chr20:11149699-11149899	HSC
chr12:74208908-74209108	HSC
chr8:139222629-139222829	HSC
chr9:75517968-75518168	HSC
chr6:107198623-107198823	HSC
chr17:10724425-10724625	HSC
chr2:156218456-156218656	HSC
chr18:58573050-58573250	HSC
chrX:74008507-74008707	HSC
chr5:145203641-145203841	HSC
chrX:10222834-10223034	HSC
chr3:131096965-131097165	HSC
chr13:58767379-58767579	HSC
chr2:41395029-41395229	HSC
chr6:124794765-124794965	HSC
chr16:49643947-49644147	HSC
chr8:138912508-138912708	HSC
chr5:107864478-107864678	HSC
chr13:76513006-76513206	HSC
chr12:10748180-10748380	HSC
chr12:46831443-46831643	HSC
chr7:107034838-107035038	HSC
chr5:88096369-88096569	HSC
chr3:78894896-78895096	HSC
chr14:26218661-26218861	HSC
chr11:97614342-97614542	HSC
chr3:62129941-62130141	HSC
chrX:47668212-47668412	HSC
chr5:19547891-19548091	HSC
chr9:10788961-10789161	HSC
chr3:114806514-114806714	HSC
chr3:67290983-67291183	HSC
chr8:66242561-66242761	HSC
chr18:76236456-76236656	HSC
chr22:47081672-47081872	HSC
chr3:111645383-111645583	HSC
chr5:142374930-142375130	HSC
chr10:20348072-20348272	HSC
chr4:152990124-152990324	HSC
chr20:24042697-24042897	HSC
chr12:90640478-90640678	HSC
chr5:27728367-27728567	HSC
chr21:27337205-27337405	HSC
chr6:115834154-115834354	HSC
chr7:88488678-88488878	HSC
chr4:172849613-172849813	HSC
chr16:10216533-10216733	HSC
chr6:67131606-67131806	HSC
chr7:143463097-143463297	HSC
chr6:65939777-65939977	HSC
chr13:64368986-64369186	HSC
chr6:92802953-92803153	HSC
chr18:64230847-64231047	HSC
chr4:72806836-72807036	HSC
chr5:90305941-90306141	HSC
chr18:36743295-36743495	HSC
chr2:15714664-15714864	HSC
chr9:18360053-18360253	HSC
chr10:107727192-107727392	HSC
chr8:4880878-4881078	HSC
chr13:37104361-37104561	HSC
chr15:71704532-71704732	HSC
chr15:48098265-48098465	HSC
chr2:167463214-167463414	HSC
chr21:27925871-27926071	HSC
chr3:30209099-30209299	HSC
chr4:14703579-14703779	HSC
chr4:40324928-40325128	HSC
chr7:113861272-113861472	HSC
chr1:173236668-173236868	HSC
chr18:36225316-36225516	HSC
chr13:66913048-66913248	HSC
chr13:37292056-37292256	HSC
chr20:14758804-14759004	HSC
chr2:43566108-43566308	HSC
chr11:35991005-35991205	HSC
chr16:75090161-75090361	HSC
chr18:58617962-58618162	HSC
chr2:141816115-141816315	HSC
chr6:168727728-168727928	HSC
chr2:141027922-141028122	HSC
chr2:98167194-98167394	HSC
chr2:46475403-46475603	HSC
chr1:79768292-79768492	HSC
chr17:67700007-67700207	HSC
chrX:86146283-86146483	HSC
chr14:43276167-43276367	HSC
chr20:11896860-11897060	HSC
chr9:527007-527207	HSC
chr2:52650774-52650974	HSC
chr5:123397462-123397662	HSC
chr13:52430289-52430489	HSC
chr1:79998361-79998561	HSC
chr13:59043183-59043383	HSC
chr18:34021899-34022099	HSC
chr4:138071267-138071467	HSC
chr14:24176384-24176584	HSC
chr1:188190836-188191036	HSC
chr4:37159207-37159407	HSC
chr9:21773012-21773212	HSC
chr12:24048977-24049177	HSC
chr10:101134291-101134491	HSC
chr14:30107473-30107673	HSC
chr3:1232368-1232568	HSC
chr9:75529826-75530026	HSC
chr13:104813063-104813263	HSC
chr7:131826014-131826214	HSC
chrX:23264161-23264361	HSC
chr4:110808379-110808579	HSC
chr7:111280296-111280496	HSC
chr14:60222590-60222790	HSC
chr14:107229132-107229332	HSC
chrX:125867920-125868120	HSC
chr6:115348243-115348443	HSC
chr3:143050233-143050433	HSC
chr15:102320630-102320830	HSC
chrX:39277487-39277687	HSC
chr3:39307264-39307464	HSC
chr10:55073656-55073856	HSC
chr4:148841655-148841855	HSC
chr2:197363419-197363619	HSC
chr3:168043593-168043793	HSC
chr9:10414485-10414685	HSC
chr15:55635412-55635612	HSC
chr16:57194692-57194892	HSC
chr11:59616691-59616891	HSC
chr12:91306749-91306949	HSC
chr13:83860936-83861136	HSC
chr7:14562729-14562929	HSC
chr8:127777203-127777403	HSC
chr6:142632357-142632557	HSC
chr9:119900529-119900729	HSC
chrX:38429737-38429937	HSC
chr4:117123906-117124106	HSC
chr3:96445436-96445636	HSC
chr18:11652209-11652409	HSC
chr6:23787647-23787847	HSC
chr6:92796517-92796717	HSC
chr2:53108184-53108384	HSC
chr18:1580518-1580718	HSC
chr2:165432084-165432284	HSC
chr20:11042809-11043009	HSC
chrX:49694750-49694950	HSC
chr19:46800110-46800310	HSC
chr2:165319275-165319475	HSC
chr2:50155858-50156058	HSC
chr8:49875810-49876010	HSC
chr6:68317013-68317213	HSC
chr3:99167133-99167333	HSC
chr13:58861408-58861608	HSC
chr15:31085155-31085355	HSC
chrX:75628350-75628550	HSC
chr1:45879601-45879801	HSC
chr17:32953159-32953359	MPP
chr9:3647771-3647971	MPP
chr12:63118751-63118951	MPP
chr20:12895547-12895747	MPP
chr2:121499373-121499573	MPP
chr3:125008595-125008795	MPP
chr11:80718177-80718377	MPP
chr1:198190052-198190252	MPP
chr17:46484630-46484830	MPP
chr1:163136728-163136928	MPP
chr13:88224196-88224396	MPP
chr14:98366720-98366920	MPP
chr19:57276571-57276771	MPP
chr12:86670586-86670786	MPP
chr7:69309545-69309745	MPP
chrX:133530287-133530487	MPP
chr13:40488150-40488350	MPP
chr7:15408963-15409163	MPP
chr2:123396804-123397004	MPP
chr15:99170555-99170755	MPP
chr9:32929780-32929980	MPP
chr21:18860601-18860801	MPP
chr15:52629572-52629772	MPP
chr2:213547443-213547643	MPP
chr13:44928993-44929193	MPP
chr4:100129444-100129644	MPP
chr12:117373197-117373397	MPP
chr2:167644722-167644922	MPP
chr3:89298301-89298501	MPP
chr7:25253680-25253880	MPP
chr13:69924630-69924830	MPP
chr3:54960325-54960525	MPP
chr17:55487565-55487765	MPP
chr6:77061063-77061263	MPP
chr1:60745977-60746177	MPP
chr15:101483363-101483563	MPP
chr8:83834854-83835054	MPP
chr5:81025247-81025447	MPP
chr10:9650005-9650205	MPP
chr3:116474918-116475118	MPP
chr14:28338771-28338971	MPP
chr3:189661222-189661422	MPP
chr21:30629574-30629774	MPP
chr13:63697194-63697394	MPP
chr18:73425992-73426192	MPP
chr9:104230695-104230895	MPP
chr3:94233107-94233307	MPP
chr10:95580291-95580491	MPP
chr3:189406538-189406738	MPP
chr2:238344521-238344721	MPP
chr7:81669268-81669468	MPP
chr3:143046490-143046690	MPP
chr11:113879179-113879379	MPP
chr3:152648347-152648547	MPP
chr2:28610087-28610287	MPP
chr9:102337577-102337777	MPP
chr6:21067875-21068075	MPP
chr3:194751645-194751845	MPP
chr4:25001663-25001863	MPP
chr4:67554512-67554712	MPP
chrX:2985314-2985514	MPP
chr8:73814086-73814286	MPP
chr19:39742623-39742823	MPP
chr6:100783573-100783773	MPP
chr6:76234159-76234359	MPP
chr7:50554269-50554469	MPP
chr8:138861957-138862157	MPP
chr21:36379749-36379949	MPP
chr2:179415188-179415388	MPP
chr1:87162343-87162543	MPP
chr4:54582636-54582836	MPP
chr12:62491241-62491441	MPP
chr10:130549669-130549869	MPP
chr13:35500743-35500943	MPP
chr5:60982769-60982969	MPP
chr1:114527162-114527362	MPP
chr14:87242288-87242488	MPP
chr13:106803494-106803694	MPP
chr22:28206072-28206272	MPP
chr13:70987216-70987416	MPP
chr21:25749135-25749335	MPP
chr3:3468620-3468820	MPP
chr2:105024866-105025066	MPP
chr13:60242311-60242511	MPP
chr1:86535763-86535963	MPP
chr3:155182308-155182508	MPP
chr9:71445445-71445645	MPP
chr13:21619070-21619270	MPP
chr6:154871983-154872183	MPP
chrX:118349059-118349259	MPP
chr8:26827767-26827967	MPP
chr6:62663890-62664090	MPP
chr3:6542689-6542889	MPP
chr11:59727992-59728192	MPP
chr14:100218335-100218535	MPP
chr5:120178285-120178485	MPP
chr9:92833668-92833868	MPP
chr9:14927686-14927886	MPP
chr8:108537944-108538144	MPP
chr2:100453243-100453443	MPP
chr3:40320384-40320584	MPP
chr20:56342610-56342810	MPP
chr6:106435337-106435537	MPP
chr22:35460736-35460936	MPP
chr1:183472778-183472978	MPP
chr7:145946355-145946555	MPP
